YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN
2020,7,20,20.53,14.85,17.69,19.44,10.61,25.58,14.96
2020,7,21,19.14,15.48,17.3,18.54,6.18,21.94,15.76
2020,7,22,16.3,14.26,15.29,16.45,4.33,18.63,14.3
2020,7,23,14.55,12.07,13.3,15.12,4.53,17.08,12.55
2020,7,24,13.84,10.08,11.96,14.12,5.51,17.06,11.55
2020,7,25,15.74,10.36,13.05,15.05,9.62,20,10.38
2020,7,26,20.32,12.71,16.51,18.76,15.7,28.08,12.38
2020,7,27,21.22,13.76,17.49,19.42,9.19,25.15,15.96
2020,7,28,18.82,13.82,16.32,17.63,5.84,21.86,16.01
2020,7,29,19.44,11.22,15.33,18.16,11.95,25.38,13.43
2020,7,30,23.44,12.44,17.94,20.94,18.46,33.67,15.21
2020,7,31,20.66,14.82,17.74,19.84,9.42,24.75,15.33
2020,8,1,17.59,13.29,15.44,17.29,8.3,21.65,13.35
2020,8,2,16.59,13.15,14.87,16.29,5.72,19.43,13.71
2020,8,3,16.9,13.46,15.18,16.5,6.13,20.31,14.17
2020,8,4,18.26,13.17,15.72,17.43,10.7,22.94,12.25
2020,8,5,17.76,13.58,15.67,17.23,7.12,21.27,14.14
2020,8,6,13.88,11.72,12.8,14.93,4.53,15.68,11.15
2020,8,7,11.77,10.37,11.07,13.06,2.58,13.3,10.73
2020,8,8,13.73,10.39,12.06,14.01,6.23,17.21,10.98
2020,8,9,15.38,10.9,13.14,14.87,9.98,20.01,10.03
2020,8,10,16.06,11.94,14,15.33,6.59,19.4,12.81
2020,8,11,13.48,9.85,11.66,13.01,6.27,16.73,10.44
2020,8,12,12.01,8.05,10.03,11.82,5.42,15.02,9.61
2020,8,13,13.8,8.6,11.2,12.74,6.76,17.05,10.29
2020,8,14,15.62,11.58,13.59,14.74,10.52,20.57,10.05
2020,8,15,18.73,12.87,15.8,17.56,14.11,25.65,11.54
2020,8,16,21.55,13.72,17.63,19.51,13.04,27.42,14.38
2020,8,17,20.78,14.81,17.8,18.94,6.2,23.7,17.51
2020,8,18,17.98,14.1,16.05,17.01,5.91,20.88,14.96
2020,8,19,16.8,13.64,15.22,16.52,5.8,19.65,13.84
2020,8,20,15.37,14.48,14.93,15.84,3.44,16.94,13.5
2020,8,21,15.2,14.05,14.62,15.59,4.9,16.82,11.92
2020,8,22,13.93,10.19,12.05,13.96,6.67,17.52,10.86
2020,8,23,15.03,10.05,12.54,14.69,9.73,20.42,10.69
2020,8,24,15.16,10.55,12.86,14.55,6.98,19.06,12.08
2020,8,25,15.06,11.01,13.03,14.04,8.89,19.37,10.48
2020,8,26,14.47,11.08,12.77,13.76,8.93,18.87,9.94
2020,8,27,14.81,10.6,12.71,14.02,9.44,19.22,9.78
2020,8,28,15.47,11.08,13.27,14.15,7.92,19.48,11.56
2020,8,29,12.89,8.64,10.76,12.83,6.73,16.72,9.99
2020,8,30,11.43,8.69,10.06,11.62,6.76,14.83,8.07
2020,8,31,12.52,9.56,11.04,12.88,7.05,15.94,8.89
2020,9,1,14.93,12.6,13.76,14.45,8.75,19.68,10.93
2020,9,2,15.56,12.73,14.15,14.79,6.19,19.01,12.83
2020,9,3,16.22,12.17,14.19,15.44,10.59,21.69,11.1
2020,9,4,17.92,13,15.46,16.51,12.01,24.05,12.05
2020,9,5,15.79,13.22,14.51,15.26,7.83,20.1,12.26
2020,9,6,16.66,13.84,15.25,16.13,9.15,21.47,12.32
2020,9,7,14.99,9.1,12.05,14.65,8.62,19.68,11.06
2020,9,8,16.91,8.01,12.47,15.21,12.04,22.81,10.77
2020,9,9,19.33,12.01,15.67,17.26,15.23,27.87,12.65
2020,9,10,20.44,12.88,16.66,17.7,11.98,26.83,14.85
2020,9,11,17.83,13.61,15.72,15.98,6.52,21.43,14.9
2020,9,12,15.37,12.98,14.18,14.94,7.72,19.95,12.23
2020,9,13,12.73,10.88,11.8,12.7,3.38,14.56,11.18
2020,9,14,14.3,11.05,12.68,14.01,7.22,18.35,11.13
2020,9,15,16.42,13.65,15.04,15.83,7.8,20.92,13.12
2020,9,16,17.25,14.26,15.75,16.13,9.18,22.69,13.51
2020,9,17,16.73,14.2,15.47,15.37,7.64,21.39,13.75
2020,9,18,14.44,13.23,13.83,14.03,3.14,16.24,13.1
2020,9,19,13.37,11.96,12.66,13.01,3.57,15.52,11.95
2020,9,20,12.83,11.03,11.93,12.35,4.43,15.37,10.94
2020,9,21,12.65,11.01,11.83,12.3,5.36,15.51,10.15
2020,9,22,12.48,10.61,11.55,12.45,3.56,14.46,10.9
2020,9,23,12.39,11.94,12.16,12.61,2.88,13.98,11.11
2020,9,24,11.41,10.86,11.13,11.73,1.99,12.58,10.59
2020,9,25,10.4,9.23,9.81,10.64,4.13,12.65,8.51
2020,9,26,9.36,8.23,8.8,9.33,2.39,10.8,8.4
2020,9,27,10.29,7.43,8.86,9.48,6.7,13.72,7.01
2020,9,28,13.75,10.43,12.09,12.33,11.52,19.82,8.3
2020,9,29,16.2,11.41,13.8,14.26,13.86,24.33,10.48
2020,9,30,16.63,11.19,13.91,14.46,11.26,22.56,11.3
2020,10,1,16.77,11.01,13.89,13.98,7.33,20.69,13.36
2020,10,2,17.49,11.01,14.25,14.62,10.77,23.65,12.89
2020,10,3,14.89,11.24,13.06,13.32,7.41,18.86,11.45
2020,10,4,11.67,10.65,11.16,11.49,3.26,13.6,10.34
2020,10,5,12.33,9.8,11.07,11.7,8.82,17.11,8.29
2020,10,6,13.98,11.73,12.86,12.86,8.45,18.91,10.46
2020,10,7,14.19,12,13.1,13.94,9.67,19.72,10.05
2020,10,8,11.66,10.65,11.15,11.87,2.98,13.73,10.74
2020,10,9,10.99,10.66,10.83,11.3,2.22,11.68,9.45
2020,10,10,8.43,7.17,7.8,8.92,3.61,10.06,6.45
2020,10,11,6.1,5.37,5.73,6.78,2.31,6.97,4.65
2020,10,12,6.11,4.72,5.41,6.48,5.85,9.41,3.55
2020,10,13,5.77,4.76,5.26,6.31,5.5,8.43,2.92
2020,10,14,6.44,4.77,5.61,5.87,4.97,9.15,4.17
2020,10,15,5.29,3.5,4.4,5.61,6.66,8.64,1.98
2020,10,16,9.13,8.85,8.99,8.99,7.33,13.17,5.84
2020,10,17,6.74,5.58,6.16,7.12,4.13,8.58,4.45
2020,10,18,6.44,5.73,6.08,6.77,5.25,8.83,3.58
2020,10,19,7.4,6.14,6.77,7.37,3.84,9.69,5.84
2020,10,20,6.16,4.42,5.3,5.96,4.95,8.44,3.5
2020,10,21,4.76,0.94,2.85,4.33,6.27,8.71,2.44
2020,10,22,3.76,-0.86,1.44,3.39,4.62,6.33,1.7
2020,10,23,1.59,0.24,0.91,2.37,4.41,3.79,-0.63
2020,10,24,-1.3,-6.6,-3.95,-0.38,8.01,3.11,-4.9
2020,10,25,-1.42,-7.67,-4.55,-1.25,9.44,3.23,-6.21
2020,10,26,1.66,-1.18,0.24,1.88,4.88,4.4,-0.48
2020,10,27,3.41,2.99,3.2,3.4,3.4,5.23,1.83
2020,10,28,6.58,6.5,6.54,6.16,2.14,7.59,5.44
2020,10,29,7.41,7.26,7.34,7.22,2.4,8.76,6.37
2020,10,30,5.87,3.66,4.76,5.14,4.27,7.91,3.65
2020,10,31,4.84,1.26,3.05,3.26,7.52,8.91,1.4
2020,11,1,6.94,1.46,4.2,4.76,11.52,13.6,2.08
2020,11,2,7.4,4.12,5.76,5.43,6.28,10.73,4.44
2020,11,3,7.12,6.71,6.91,6.85,3.8,8.65,4.86
2020,11,4,9.84,9.62,9.73,9.39,3.31,11.33,8.01
2020,11,5,5.73,3.83,4.78,5.08,8.59,9.26,0.68
2020,11,6,3.04,-1.17,0.94,2.35,8.32,8.05,-0.27
2020,11,7,1.46,-4.42,-1.48,0.93,6.16,4.65,-1.51
2020,11,8,0.12,-8.31,-4.1,-0.27,6.63,4.05,-2.6
2020,11,9,-0.42,-3.63,-2.02,-0.06,1.48,0.42,-1.06
2020,11,10,0.94,-2.41,-0.74,-0.62,6,4.73,-1.27
2020,11,11,-0.58,-2.62,-1.6,-1.48,4.61,2.08,-2.53
2020,11,12,0.56,-0.14,0.21,0.88,2.88,1.87,-1.01
2020,11,13,1.58,1.05,1.31,1.98,2.09,2.48,0.4
2020,11,14,1.66,1.29,1.48,1.99,1.02,2.33,1.31
2020,11,15,2.76,2.31,2.53,2.66,1.55,3.59,2.04
2020,11,16,2.62,2.2,2.41,2.64,2.05,4.12,2.06
2020,11,17,5.09,3.9,4.5,3.96,4.38,6.9,2.52
2020,11,18,2.56,2.32,2.44,2.73,1.29,3.12,1.83
2020,11,19,2.33,2,2.16,2.41,1.23,3.03,1.79
2020,11,20,3.08,2.85,2.96,2.95,1.31,3.83,2.51
2020,11,21,1.83,0.89,1.36,1.22,3.52,3.5,-0.02
2020,11,22,1.64,0.02,0.83,1.46,3.8,3.93,0.12
2020,11,23,1.69,1.31,1.51,1.83,3.43,3.69,0.26
2020,11,24,2.36,2.16,2.26,2.53,0.95,2.91,1.96
2020,11,25,2.18,1.48,1.83,1.8,1.76,3.34,1.58
2020,11,26,2.19,1.78,1.98,1.89,1.33,2.92,1.59
2020,11,27,2.95,2.78,2.87,3.03,1.28,3.78,2.5
2020,11,28,2.06,1.04,1.55,1.31,5.09,4.38,-0.71
2020,11,29,0.81,-0.56,0.12,0.69,4.73,3.4,-1.32
2020,11,30,1.86,0.87,1.36,1.26,3.2,3.38,0.19
2020,12,1,-1.65,-2.87,-2.26,-1.52,5.65,1.69,-3.96
2020,12,2,1.44,-1.78,-0.17,-0.02,7.95,5.4,-2.54
2020,12,3,3.12,-0.76,1.18,0.84,2.87,4.69,1.82
2020,12,4,2.92,1.36,2.14,2.04,5.52,5.55,0.03
2020,12,5,3.68,-0.51,1.58,1.24,6.69,7.05,0.37
2020,12,6,3.72,3.12,3.42,3.32,1.66,4.3,2.65
2020,12,7,3.12,2.7,2.9,3.05,2.01,4.24,2.23
2020,12,8,4.35,3.83,4.09,3.24,1.42,5.01,3.58
2020,12,9,3.03,2.33,2.68,2.29,2.18,3.89,1.71
2020,12,10,1.15,0.17,0.65,1.05,2.28,2.39,0.1
2020,12,11,-0.19,-0.97,-0.58,-0.8,5.84,1.61,-4.24
2020,12,12,-3.8,-5.54,-4.67,-3.2,7.41,0.4,-7.01
2020,12,13,-0.55,-1.61,-1.08,-0.28,2.84,0.74,-2.1
2020,12,14,1.4,1.03,1.22,1.28,1.94,2.55,0.61
2020,12,15,1.64,1.45,1.55,1.85,2.17,2.71,0.54
2020,12,16,2.12,1.92,2.02,2.29,1.57,3.03,1.46
2020,12,17,2.23,1.63,1.93,2.03,1.05,2.62,1.58
2020,12,18,1.74,1.58,1.66,2.07,1.52,2.65,1.14
2020,12,19,1.82,1.4,1.61,1.87,1.93,2.85,0.91
2020,12,20,2.81,2.26,2.54,2.14,1.24,3.19,1.94
2020,12,21,0.7,0.31,0.51,0.93,3.62,1.7,-1.92
2020,12,22,-4.95,-7.09,-6.02,-7.77,9.55,-0.66,-10.2
2020,12,23,-5.63,-9.03,-7.34,-6.59,7.01,-1.76,-8.77
2020,12,24,-2.2,-7.92,-5.06,-5.25,7.35,1.66,-5.69
2020,12,25,1.87,-0.99,0.44,0.64,4.88,3.99,-0.88
2020,12,26,1.77,1.52,1.65,1.88,0.96,2.23,1.26
2020,12,27,1.34,0.85,1.1,1.46,1.34,1.95,0.6
2020,12,28,-0.47,-1.78,-1.13,-0.9,7.99,2.35,-5.64
2020,12,29,-2.38,-3.7,-3.04,-2.32,6.1,0.2,-5.91
2020,12,30,1.02,0.85,0.94,1.42,1.43,1.67,0.24
2020,12,31,2.26,1.64,1.94,1.95,1.55,3.05,1.48
2021,1,1,2.25,2.08,2.16,2.21,1.41,2.94,1.52
2021,1,2,2.37,2.15,2.26,2.25,0.75,2.74,1.98
2021,1,3,1.78,1.48,1.62,1.82,0.91,2.17,1.26
2021,1,4,2.23,1.77,2,1.84,1.48,3.18,1.69
2021,1,5,1.47,1.33,1.4,1.76,1.52,2.32,0.8
2021,1,6,2.21,1.8,2.01,1.84,1.65,2.71,1.05
2021,1,7,-0.33,-1.57,-0.95,-1.38,5.41,1.8,-3.61
2021,1,8,0.91,-0.16,0.37,0.02,4.45,2.46,-1.99
2021,1,9,-1.83,-2.83,-2.33,-1.5,4.39,0.26,-4.12
2021,1,10,1.43,1.11,1.26,1.5,2.09,2.36,0.27
2021,1,11,2.46,2.19,2.32,2.31,0.68,2.79,2.11
2021,1,12,3.15,3.03,3.09,2.51,2.29,4.09,1.8
2021,1,13,2.2,0.69,1.44,1.44,2.31,3.31,1
2021,1,14,0.49,-1.24,-0.37,0.23,3.36,2.02,-1.34
2021,1,15,3.2,2.48,2.84,1.9,2.29,4.23,1.94
2021,1,16,1.21,0.21,0.71,0.44,2.41,2.57,0.15
2021,1,17,1.1,0.65,0.87,0.69,4.46,2.57,-1.89
2021,1,18,-2.96,-4.47,-3.71,-3.39,8.09,1.55,-6.54
2021,1,19,-0.83,-2.31,-1.57,-2.07,3.8,0.98,-2.81
2021,1,20,-0.63,-2.09,-1.36,-1.46,3.44,1.23,-2.2
2021,1,21,-3.91,-5.67,-4.79,-3.87,7.98,-0.05,-8.02
2021,1,22,-6.6,-8.13,-7.37,-6.39,8.55,-1.03,-9.59
2021,1,23,-5.57,-7.49,-6.52,-6.56,7.35,-1.62,-8.98
2021,1,24,-1.99,-2.52,-2.26,-1.56,3.59,-0.09,-3.67
2021,1,25,-2.17,-2.74,-2.45,-2.12,2.99,-0.35,-3.34
2021,1,26,-2.79,-3.82,-3.31,-2.31,4.33,-0.18,-4.52
2021,1,27,-2.47,-3.65,-3.06,-2.29,4.4,0.48,-3.92
2021,1,28,-2.56,-3.91,-3.23,-2.66,5.8,0.86,-4.94
2021,1,29,-2.26,-3.43,-2.85,-2.3,6.91,0.94,-5.97
2021,1,30,1.04,0.67,0.85,1.24,2.18,1.94,-0.24
2021,1,31,2.19,1.65,1.92,2.06,0.7,2.54,1.83
2021,2,1,2.02,1.58,1.8,1.96,0.7,2.33,1.62
2021,2,2,1.56,1.34,1.45,1.76,0.47,1.75,1.28
2021,2,3,-0.39,-2.2,-1.3,-1.5,6.91,1.83,-5.08
2021,2,4,0.75,0.3,0.52,0.58,1.63,1.49,-0.14
2021,2,5,1.26,0.76,1.01,0.83,2.4,2.25,-0.15
2021,2,6,1.13,0.55,0.84,0.8,2.84,2.79,-0.06
2021,2,7,-0.92,-1.81,-1.37,-1.35,3.89,0.96,-2.93
2021,2,8,-7.99,-10.15,-9.06,-7.91,10.11,-3.38,-13.5
2021,2,9,-10.02,-12.59,-11.31,-10.28,10.77,-3.91,-14.68
2021,2,10,-9.48,-11.44,-10.45,-8.72,5.83,-6.48,-12.31
2021,2,11,-12.63,-14.24,-13.44,-10.67,7.23,-8.99,-16.24
2021,2,12,-10.31,-12.34,-11.32,-8.65,5.5,-7.77,-13.27
2021,2,13,-7.15,-8.99,-8.07,-6.27,3.95,-4.93,-8.88
2021,2,14,-4.67,-5.92,-5.29,-3.94,6.26,-1.63,-7.89
2021,2,15,-1.77,-2.37,-2.06,-2.2,4.27,0.87,-3.4
2021,2,16,-0.25,-0.74,-0.49,-0.67,3.77,1.62,-2.15
2021,2,17,-2.88,-4.65,-3.77,-4.24,5.48,0.46,-5.02
2021,2,18,-1.98,-3.12,-2.55,-1.52,5.41,0.57,-4.84
2021,2,19,0.39,0.14,0.26,0.22,2.03,1.6,-0.43
2021,2,20,0.29,-0.24,0.03,0.1,2.65,1.48,-1.17
2021,2,21,1.8,1.6,1.69,1.75,2.16,2.71,0.55
2021,2,22,2.48,1.73,2.1,2.11,2.67,3.35,0.68
2021,2,23,-0.82,-1.82,-1.32,-1.23,6.99,1.14,-5.85
2021,2,24,-4.92,-7.07,-5.99,-5.48,9,-1.6,-10.6
2021,2,25,0.44,-0.28,0.08,0.68,4.04,2.05,-1.99
2021,2,26,0.19,-0.93,-0.38,-0.13,5.35,1.71,-3.64
2021,2,27,-3.74,-6.59,-5.17,-5.06,8.67,-0.13,-8.8
2021,2,28,0.29,-0.05,0.12,0.39,4.52,2.23,-2.3
2021,3,1,2.56,1.75,2.15,1.99,2.53,3.76,1.23
2021,3,2,0.31,-1.15,-0.42,-0.17,3.78,1.85,-1.93
2021,3,3,-0.3,-2.41,-1.35,-1.95,5.84,2.62,-3.22
2021,3,4,1.81,0.19,1,0.99,5.19,3.52,-1.67
2021,3,5,2.68,1.94,2.3,2.56,1.28,3.3,2.01
2021,3,6,2.33,1.72,2.02,2.38,0.99,2.92,1.93
2021,3,7,1.41,0.88,1.15,1.75,1.89,2.26,0.37
2021,3,8,0.5,-1.3,-0.4,-0.74,5.47,3.07,-2.41
2021,3,9,1.47,-0.41,0.53,0.02,4.11,2.95,-1.16
2021,3,10,0.52,-1.45,-0.46,-1.04,8.59,3.23,-5.36
2021,3,11,-2.07,-5.17,-3.62,-3.16,9.95,2.83,-7.12
2021,3,12,0.99,-1.88,-0.45,-0.78,4.95,3.18,-1.77
2021,3,13,1.83,-1.01,0.4,0.02,4.97,3.51,-1.45
2021,3,14,1.58,0.53,1.06,1.3,4.9,2.98,-1.92
2021,3,15,-0.92,-3.42,-2.17,-2.11,6.16,2.26,-3.92
2021,3,16,-1.83,-4.09,-2.95,-2.18,9.43,2.44,-6.99
2021,3,17,1.13,-0.75,0.19,0.62,5.04,3.05,-1.99
2021,3,18,2.89,1.55,2.22,1.69,2.18,3.85,1.67
2021,3,19,2.65,2.01,2.33,2.76,0.88,3.18,2.3
2021,3,20,1.97,1.03,1.5,2.17,2.69,2.99,0.3
2021,3,21,0.12,-0.38,-0.13,0.87,1.5,0.75,-0.74
2021,3,22,0.81,-0.32,0.24,0.05,4.88,2.73,-2.16
2021,3,23,-0.13,-1.59,-0.86,-0.02,7.89,2.87,-5.02
2021,3,24,1.9,1.18,1.54,2.02,2.03,3.18,1.15
2021,3,25,2.09,0.28,1.19,0.9,3.59,3.82,0.23
2021,3,26,1.72,0.23,0.98,0.81,4.7,3.37,-1.34
2021,3,27,2.54,1.73,2.13,2,1.06,3,1.94
2021,3,28,1.45,0.62,1.04,1.93,4.45,2.56,-1.89
2021,3,29,-0.79,-3.49,-2.14,-1.91,5.17,1.53,-3.64
2021,3,30,-1.52,-3.44,-2.48,-1.88,11.05,3.03,-8.02
2021,3,31,1.12,-1.1,0.01,0.83,7.34,4,-3.35
2021,4,1,3.96,1.48,2.72,2.39,3.7,5.47,1.77
2021,4,2,2.71,-0.22,1.25,1.89,3.95,4.87,0.92
2021,4,3,2.36,1.72,2.04,2.37,3.66,3.98,0.32
2021,4,4,2.1,-0.52,0.79,1.97,6.54,5.48,-1.06
2021,4,5,1.67,-1.17,0.25,1.12,9.66,6.19,-3.47
2021,4,6,3.12,0.58,1.85,2.23,9.95,7.49,-2.45
2021,4,7,2.05,1.39,1.73,2.7,1.44,2.88,1.44
2021,4,8,1.95,-1.17,0.39,2.22,5.48,4.87,-0.62
2021,4,9,0.9,-0.15,0.37,1.73,2.64,2.35,-0.29
2021,4,10,0.53,-2.28,-0.88,0.58,4.95,3.19,-1.75
2021,4,11,1.12,-3.8,-1.34,0.61,10.77,6.36,-4.41
2021,4,12,2.21,-1.66,0.28,2.31,12.76,8.38,-4.38
2021,4,13,3.96,-1.29,1.33,3.83,11.92,10.18,-1.74
2021,4,14,5.74,0.28,3.01,5.12,12.58,12.16,-0.42
2021,4,15,8.76,2.55,5.65,7.37,12.52,15.44,2.92
2021,4,16,10.37,2.94,6.65,8.48,11.8,16.55,4.74
2021,4,17,11.51,3.21,7.36,9.08,11.95,17.72,5.76
2021,4,18,11.36,3.91,7.63,9.29,9.77,16.36,6.59
2021,4,19,8.54,1.56,5.05,7.97,11.17,14.5,3.33
2021,4,20,7.94,1.9,4.92,7.27,11.94,14.19,2.26
2021,4,21,9.27,2.85,6.06,7.37,8.51,13.76,5.26
2021,4,22,7.62,1.62,4.62,6.64,9.77,12.48,2.71
2021,4,23,6.48,4.11,5.3,5.8,4.34,8.46,4.12
2021,4,24,5.65,4.26,4.96,6.51,2.96,7.33,4.37
2021,4,25,5.21,3.73,4.47,6.01,3.01,6.93,3.92
2021,4,26,7.5,4.08,5.79,7.05,5.56,10.63,5.07
2021,4,27,6.23,4.26,5.25,6.4,2.76,7.77,5.01
2021,4,28,6.21,4.64,5.42,6.48,3.17,8,4.83
2021,4,29,8.4,5.17,6.78,7.99,6.75,11.71,4.96
2021,4,30,7.45,6.21,6.83,7.57,4.91,10.29,5.38
2021,5,1,7.44,4,5.73,7.08,5.77,10.67,4.9
2021,5,2,7.13,2.83,4.98,6.72,8.48,10.7,2.22
2021,5,3,6.4,4.38,5.39,6.64,2.96,7.73,4.76
2021,5,4,8.3,3.87,6.08,8.02,7.44,11.73,4.29
2021,5,5,7.83,4.23,6.03,7.94,10.44,12.65,2.2
2021,5,6,9.14,5.72,7.43,8.47,6.98,11.52,4.55
2021,5,7,6.09,2.94,4.51,6.69,4.97,8.8,3.83
2021,5,8,5.71,2.67,4.19,6.46,4.77,8.49,3.71
2021,5,9,7.63,3.33,5.48,7.45,8.77,11.65,2.87
2021,5,10,7.64,3.19,5.41,7.31,10.03,11.98,1.94
2021,5,11,8.97,3.39,6.18,8.9,13.12,14.66,1.53
2021,5,12,9.33,6.28,7.8,9.07,6.02,12.11,6.09
2021,5,13,10.07,5.65,7.86,9.93,11.52,15.55,4.03
2021,5,14,11.93,6.19,9.05,11.06,12.81,17.94,5.12
2021,5,15,13.02,7.56,10.3,12.33,11.92,18.3,6.38
2021,5,16,14.48,9.9,12.19,13.39,9.69,18.97,9.27
2021,5,17,9.21,8.06,8.64,9.98,5.42,11.69,6.26
2021,5,18,5.3,2.4,3.85,6.55,4.22,7.47,3.24
2021,5,19,7.53,2.04,4.79,7.8,6.42,10.39,3.96
2021,5,20,10.36,4.08,7.23,9.48,9.21,14.48,5.27
2021,5,21,12.05,5.01,8.53,10.82,10.66,17.02,6.37
2021,5,22,12.41,7.08,9.75,11.79,10.02,17.33,7.32
2021,5,23,11.19,9.41,10.3,11.67,4.76,13.64,8.89
2021,5,24,9.76,8.47,9.12,10.42,2.62,11.07,8.45
2021,5,25,11.94,8.54,10.24,11.87,6.57,15.39,8.82
2021,5,26,8.33,6.31,7.32,9.21,2.02,9.27,7.26
2021,5,27,8.32,6.8,7.55,8.95,4,10.69,6.69
2021,5,28,9.23,5.4,7.31,9.42,6.66,12.9,6.24
2021,5,29,12.57,5,8.79,11.08,12.15,17.57,5.42
2021,5,30,13.68,6.67,10.17,12.12,6.27,16.69,10.42
2021,5,31,15.57,10.9,13.23,14.66,10.28,20.39,10.11
2021,6,1,19.77,11.85,15.81,17.38,12.16,24.53,12.37
2021,6,2,19.03,12.07,15.55,17.02,8.06,22.71,14.64
2021,6,3,16.05,12.72,14.38,15.76,7.73,19.78,12.05
2021,6,4,11.46,8.15,9.8,12.32,4.54,13.86,9.32
2021,6,5,9.58,7.18,8.38,10.66,5.21,11.86,6.65
2021,6,6,6.91,4.97,5.94,8.48,3.11,8.69,5.58
2021,6,7,8.42,4.6,6.51,9.12,6.48,12.02,5.55
2021,6,8,10.68,5.58,8.12,10.16,8.3,14.84,6.54
2021,6,9,10.1,5.91,8.01,10.31,6.09,13.08,7.01
2021,6,10,9.69,5.73,7.71,9.92,5.3,12.64,7.33
2021,6,11,9.83,7.01,8.42,10.33,5.09,11.99,6.9
2021,6,12,12.26,8.65,10.45,12.09,8.22,16.18,7.96
2021,6,13,13.35,11.77,12.56,13.27,3.7,15.26,11.55
2021,6,14,13.7,10.35,12.03,13.08,5.5,16.65,11.15
2021,6,15,12.12,9.34,10.73,12.06,5.45,15.02,9.57
2021,6,16,13.33,8.72,11.02,12.88,8.39,17.71,9.32
2021,6,17,15.37,8.19,11.78,14.04,9.94,19.65,9.72
2021,6,18,15.15,10.51,12.83,14.5,7.52,19.15,11.63
2021,6,19,13.98,11.15,12.57,13.9,4.74,16.08,11.34
2021,6,20,18.47,11.93,15.2,17.31,14.8,24.5,9.69
2021,6,21,21.63,13.73,17.68,19.74,7.64,25.24,17.61
2021,6,22,19.02,13.98,16.5,17.95,8.23,23.02,14.8
2021,6,23,17.35,13.27,15.31,17.19,7.79,20.9,13.11
2021,6,24,19.06,15.06,17.06,18.64,9.11,23.27,14.16
2021,6,25,22.84,15.81,19.33,21.69,13.01,28.73,15.73
2021,6,26,26.69,17.29,21.99,24.26,14.07,32.86,18.79
2021,6,27,28.99,17.29,23.14,26.23,16.05,36.83,20.77
2021,6,28,30.36,17.15,23.75,27.4,15.73,38.48,22.75
2021,6,29,26.85,18.26,22.55,25.33,11.84,31.62,19.78
2021,6,30,19.58,15.44,17.51,20.07,6.97,23.18,16.21
